"theta","phi","Y"
2.78205099272699,0.685201121599016,171.139999389648
1.53496629064703,1.31366572670276,198.949996948242
2.79881372757628,0.94532138633087,188.850006103516
2.96634813174709,-0.00923275609830329,181.149993896484
-0.42926371754378,-0.532094026449056,171.800003051758
-0.568025029691755,-1.39844293263158,196.699996948242
-0.143819786901499,-0.0414987076861597,176.410003662109
2.99954816316045,0.747825487790283,170.449996948242
-0.357469854692774,-0.0431064413914838,176.880004882812
-0.370612654540856,-0.217037242513207,176.960006713867
0.0372320448201762,0.995174030882445,169.130004882812
-3.08471578850508,-0.876818691244498,177.220001220703
-0.298221145051723,-0.211531539788874,175.25
1.07440999753114,1.33767705340703,166
-2.75497543287248,-0.927056495468725,168.839996337891
-1.16514855640204,-1.2044799835931,224.539993286133
-0.218373516879667,0.791504125986727,169.240005493164
-3.08327981204531,-0.515874010540415,173.320007324219
-0.154746886656905,0.266734341812364,296.320007324219
-1.98284993171577,-1.29776652183694,238.690002441406
-2.02652417569642,-1.293305593853,242.190002441406
-0.275173050424228,-0.118197464119576,177.740005493164
-3.07542108998459,-0.0896502664138248,180.75
-3.11319323635741,-0.289302185271534,175.960006713867
2.91661839207982,1.02670679029536,168.589996337891
2.99237653666098,0.401051653694081,178.789993286133
-0.294522946403984,0.302723485190611,176.690002441406
-0.920459379395408,-1.09152879701817,238.660003662109
2.94759202082188,1.17066569407431,273.510009765625
-2.16109264031368,-1.26450417245407,254.850006103516
-0.145170458982603,0.779145127736969,173.029998779297
-3.00714003647994,-0.264874107146187,179.119995117188
-0.252490491301102,0.0501647753537105,178.210006713867
-0.630472162512479,-1.28561225409598,252.089996337891
2.99207613209002,0.71689513541594,176.899993896484
2.90986727871647,0.809297970231065,167.789993286133
3.04275662026645,0.662829569756941,178.699996948242
3.05286411555162,0.312960509973307,179.490005493164
3.13387987275681,-0.913471377853095,166.710006713867
-0.217995298070606,0.0513440272455868,179.960006713867
-2.41008035905679,-1.34081039558756,222.889999389648
-0.322696194680796,0.29792576719732,175.289993286133
-1.57792560903304,-1.37910851627566,236.190002441406
-0.400204868335976,-0.233307941706343,177.080001831055
-0.348991082151262,0.108973597361708,179.160003662109
-2.88901446106504,-0.824642704957938,166.970001220703
-0.259776800175018,0.373311169094406,297.609985351562
2.97813981010564,-0.0540333871828897,180.240005493164
0.196592337916993,1.08874685894347,265.709991455078
-0.302191252446759,-0.426937013567919,178.119995117188
-1.82963055103635,-1.2994226085608,256.029998779297
-0.281466965607439,-0.161274810476151,177.339996337891
2.8913252859429,0.87052517553545,165.960006713867
-0.430811613348362,-0.774919090561177,169.990005493164
0.331685961256468,1.09477871907542,170.479995727539
-1.94466512853205,-1.35112974533745,245.020004272461
-0.238563157485397,0.027381184637325,177.240005493164
-0.293677892100589,-0.75122501292177,169.339996337891
-0.673133672909594,-0.932258048551813,166.479995727539
-0.951744531405978,-1.19372334279221,250.389999389648
0.0804989291837696,0.759245455439679,234.330001831055
-2.89290507310154,-1.07277248635587,167.289993286133
0.614723226511159,1.25156720166873,164.210006713867
2.91986824755805,0.732420166148611,170.710006713867
-3.08313999608808,0.0787057812099272,180.190002441406
-1.21355350658505,-1.2906699964802,249.619995117188
-0.456807794013061,-0.993594842935055,164.330001831055
-0.309694076317298,-0.345633901281108,176.169998168945
-2.927414847139,-1.08308358030639,167.910003662109
3.02477761974732,1.02179345782125,166.429992675781
